,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic
10092,23385,Danny Watkins,OL,20110023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.38,310,,26.49041096,,5.36,26,29,4.62,92,7.61,,
10103,15929,Jarvis Moss,DE,20070017,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113207547,0.433962264,0.188679245,0,0,0,0,0,0,0,0,0,0,0,78.5,250,,22.74794521,,4.78,30.5,16,,120,,,
10107,10293,Jaye Howard,DT,20120114,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,90,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177083333,1.875,0.8125,0,0,0,0,0,0,0,0,0,0,0,75,301,,23.36438356,,4.78,27.5,24,4.47,106,7.32,,
10112,10720,Alfred Jackson,WR,19890135,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102040816,1.020408163,0,0,0,0,0,0,0,0,0,72,177,,21.80273973,,4.61,33.5,,4.45,117,,11.21,
10115,19154,Wardell Rouse,LB,19950179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8,231,9.25,22.88219178,31,4.92,34,,4.75,119,,12.41,
10118,9891,Travis Hill,LB,19930180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,231,8.88,23.57534247,33,,,,,,,,
10119,10757,Dexter Jackson,DB,19990113,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,5,14,7,20,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.304,0,0.04,0.112,0.056,0.16,3.056,0,0,0,0,0,0,0,0,0,71.6,196,,21.73424658,,4.64,36,10,4.06,115,6.96,,
10124,20770,Ryan Smith,CB,20160108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,169,0,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,6.76,0,0,0,0,0,1.36,0.2,0,0,0,0,0,0,0,0,0,0,0,71,189,,22.65479452,,4.47,36,18,4.09,122,6.88,,
10127,22736,Brandon Underwood,DB,20090187,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0.222222222,0.259259259,0,0,0,0,0,0,0,0,0,0,0,73,198,,22.85205479,,4.5,36.5,16,4.2,125,7,,
10129,358,Lyneal Alston,WR,19870801,1,0,0,0,0,0,0,0,0,0,0,0,0,3,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.1,202,10,22.77808219,33,4.64,32,7,4.52,114,,11.85,
10134,24041,David Williams,WR,19890023,2,0,0,0,0,0,0,0,0,0,0,0,0,10,195,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,10.83333333,0,0.111111111,1.611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,293,,22.85479452,,5.12,29,23,4.5,106,,,
10137,1767,Harold Bishop,TE,19940069,5,0,0,0,0,0,0,0,0,0,0,0,29,19,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878787879,0.575757576,4.878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,255,9.63,24.06027397,34,4.96,33,18,4.59,113,,12.46,
10145,2223,Stewart Bradley,LB,20070087,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,173,51,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037974684,2.189873418,0.64556962,0.037974684,0.379746835,0,0,0,0,0,0,0,0,0,75.75,254,,23.50136986,,4.74,35.5,28,4.17,112,7.29,,
10153,24031,Damien Williams,RB,20140629,4,0,0,0,0,0,0,0,0,136,491,3,117,86,737,7,30,584,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.305084746,8.322033898,0.050847458,1.983050847,1.457627119,12.49152542,0.118644068,0.508474576,9.898305085,0,0,0,0,0,0.06779661,0,0,0,0,0,0,0,0,0,0,0,0,71,222,,22.10958904,,4.45,35.5,16,4.25,121,7.37,,
10158,4650,Damien Covington,LB,19950096,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0.03030303,0.181818182,0,0,0,0,0,0,0,0,0,71.8,236,9.13,22.39452055,32.25,4.96,32,,4.31,112,,12,
10160,22270,Joe Thuney,OG,20160078,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.63,304,,23.45753425,,4.95,28.5,28,4.54,110,7.47,,
10163,22731,Mike Ulufale,DT-DE,19960095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,282,10.25,24.23287671,32.75,5.06,28.5,17,4.61,102,,,
10169,24661,Damien Woody,C-G,19990017,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,75.1,328,,21.46575342,,5.15,28.5,26,4.99,98,8.21,,
10175,23453,Fred Weary,DB,19980097,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023529412,0,0,0.082352941,1.811764706,0,0,0,0,0,0,0,0,0,69.9,178,9.5,24.03287671,32,,,9,,,,,
10178,18739,Garland Rivers,DB,19870092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,185,8.75,22.49589041,29.5,,,,,,,,
10181,11623,Jimmie Jones,DT-DE,19900064,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271317829,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,282,9.5,24.29863014,30.38,4.89,33.5,18,4.5,116,,,
10203,3254,Antoine Caldwell,C,20090077,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0,75.25,309,,23.03287671,,5.24,28,23,5.04,111,7.96,,
10205,24804,Spergon Wynn,QB,20000183,2,70,152,585,389.2,1,7,22,154,11,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.2,58.5,38.92,0.1,0.7,2.2,15.4,1.1,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4,229,,21.69589041,,4.95,34,,4.59,108,7.71,,25
10209,8578,Matt Grootegoed,LB,20050655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8,218,,22.98082192,,4.68,31.5,22,4.26,107,7.17,,
10211,19790,Darell Scott,DT,20090103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303030303,0.333333333,0,0,0,0,0,0,0,0,0,0,0,75.25,312,,23.12876712,,4.92,30.5,29,4.84,107,8.28,,
10213,17002,Curtis Painter,QB,20090201,5,148,287,1681,733,6,13,20,126,23,109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.57142857,20.5,120.0714286,52.35714286,0.428571429,0.928571429,1.428571429,9,1.642857143,7.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,74.88,225,,23.85205479,,4.87,29,,4.48,102,7,,
10217,9129,Antwan Harris,DB,20000187,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0.018181818,0.2,0,0,0,0,0,0,0,0,0,69.1,186,,22.89589041,,4.37,39,16,4.01,121,6.75,,
10219,5575,Pat Devlin,QB,20110646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.38,225,,23.05753425,,4.81,33,,4.32,116,7.08,,
10234,3785,Martin Chase,DT,19980124,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,293,9.75,23.34520548,32.5,5.14,29,,4.59,107,8.5,,
10236,24203,Perry Williams,DB,19870845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,203,8,,30.5,4.67,29,8,4.21,103,,11.48,
10239,23120,Mike Walker,K,20041116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,1.875,1,0.25,0,0,0,76,254,,,,4.8,30,19,4.35,106,7.51,,
10240,3555,Bruce Carter,LB,20110040,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,213,89,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057471264,2.448275862,1.022988506,0.057471264,0.827586207,0,0,0,0,0,0,0,0,0,73.5,241,,23.20273973,,4.57,,25,,,,,
10242,22091,Mark Thomas,DE,19920089,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1,264,9.13,22.9890411,34.75,5.07,29,17,4.43,111,,,
10247,5246,Jim Davis,DE,20050407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,277,,23.56712329,,5.05,34,,4.23,108,7.11,,
10251,21946,Claude Terrell,G,20050134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,343,,23.02465753,,5.41,24.5,27,4.75,88,8.17,,
10256,8148,Steve Gordon,C,19920277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.1,279,9.38,23.04657534,32.25,5.41,28,21,4.97,105,,,
10260,19309,Clifton Ryan,DT,20070154,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06122449,1.183673469,0.306122449,0,0,0,0,0,0,0,0,0,0,0,74.75,310,,23.20547945,,5.11,26.5,25,4.69,102,7.49,,
10261,9471,Michael Haynes,DE,20030014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127906977,0,0,0.023255814,1.046511628,0,0,0,0,0,0,0,0,0,75.6,281,,22.63013699,,4.89,30.5,23,,109,,,
10269,17565,Mareno Philyaw,WR,20000172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9,205,,22.3369863,,4.69,39.5,,4.13,129,6.93,,
10270,8231,Scottie Graham,RB,19920188,6,0,0,0,0,0,0,0,0,389,1351,7,34,23,144,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.483333333,22.51666667,0.116666667,0.566666667,0.383333333,2.4,0,0.016666667,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,222,8.63,23.09589041,30.63,4.65,33.5,25,4.22,113,,11.56,
10271,9481,Casey Hayward,DB,20120062,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,50,20,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.583333333,0.595238095,0.238095238,3.607142857,0,0,0,0,0,0,0,0,0,71.38,192,,22.64383562,,4.47,34,19,3.9,119,6.76,,
10272,6659,David Fales,QB,20140183,1,2,5,22,53.7,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,22,53.7,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.63,212,,23.60821918,,4.99,28,,4.5,102,7.55,,
10277,24650,Tony Woods,DE-LB,19870018,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0.087248322,0,0,0,0,0.16442953,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8,249,10,21.55890411,34,4.85,29,18,4.55,115,,11.82,
10280,10646,Matthew Ioannidis,DT,20160152,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0.65,0.55,0,0,0,0,0,0,0,0,0,0,0,75.5,299,,22.30958904,,5.03,28,32,4.68,108,7.78,,
10283,14912,John McLaughlin,DE,19990150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3,247,,23.44109589,,4.72,31.5,18,4.15,107,6.84,,
10289,24914,Sam Young,T,20100179,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,316,,22.84383562,,5.2,29.5,29,4.87,104,7.73,,
10305,12820,Kevin Landolt,DT,19990121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9,298,,23.49315068,,5.14,27,17,4.27,108,7.57,,
10306,20647,Jaylon Smith,OLB,20160034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,3.583333333,2.333333333,0,0,0,0,0,0,0,0,0,0,0,74,223,,20.88767123,,,,,,,,,
10308,3031,Kevin Burnett,LB,20050042,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,388,113,5,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,2.771428571,0.807142857,0.035714286,0.742857143,0,0,0,0,0,0,0,0,0,74.9,239,,22.34520548,,4.61,36,20,,119,,,
10311,21247,Syndric Steptoe,WR,20070234,1,0,0,0,0,0,0,0,0,0,0,0,41,19,182,0,3,61,0,2,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5625,1.1875,11.375,0,0.1875,3.8125,0,0.125,1.4375,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,68.63,194,,22.40547945,,4.61,33,17,,,,,
10312,23059,Dustin Waldron,T,20120611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,305,,21.93972603,,5.23,26,29,4.75,103,7.93,,
10315,12153,Marlon Kerner,DB,19950076,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0.066666667,0.577777778,0,0,0,0,0,0,0,0,0,70.6,187,8.63,22.10958904,30.38,4.63,33,11,4.16,114,,11.34,
10333,13377,Everett Lindsay,T-G,19930133,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,296,9,22.61643836,32.25,5.22,26.5,29,4.51,105,,,
10336,3040,Kendric Burney,CB,20110873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.38,186,,23.21643836,,4.71,32.5,14,,112,,,
10343,19522,Don Sasa,DT,19950093,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,286,9.13,22.6109589,31.25,5.3,29,19,4.84,98,,,
10345,8222,Kent Graham,QB,19920211,10,694,1339,7801,3724,39,33,100,444,121,424,5,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.567901235,16.5308642,96.30864198,45.97530864,0.481481481,0.407407407,1.234567901,5.481481481,1.49382716,5.234567901,0.061728395,0.024691358,0.024691358,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9,232,9.5,23.49863014,31.38,5.14,27.5,,4.21,103,,,
10346,2613,Eric Brown,WR,19980061,1,0,0,0,0,0,0,0,0,0,0,0,0,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3,208,9.75,23.09589041,33.5,4.53,40.5,12,4.06,125,7.08,11.1,
10351,10972,Ed Jasper,DT-NT,19970198,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139344262,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9,295,9.63,24.26575342,34.75,5.34,26,,4.72,92,8.84,,
10356,18189,Kheeston Randall,DT,20120215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.166666667,0,0,0,0,0,0,0,0,0,0,0,76.63,293,,21.98630137,,5,34,28,4.84,111,7.49,,
10358,9533,Madison Hedgecock,FB,20050251,6,0,0,0,0,0,0,0,0,3,2,0,61,39,241,2,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033707865,0.02247191,0,0.685393258,0.438202247,2.707865169,0.02247191,0.011235955,0.08988764,0,0,0,0,0,0,0.011235955,0,0,0,0,0,0,0,0,0,0,0,75,266,,23.67123288,,4.92,32.5,29,4.24,106,7.41,,
10363,22073,Josh Thomas,DE,20110143,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.337662338,0.090909091,0,0,0,0,0,0,0,0,0,0,0,70.25,191,,22,,4.46,38.5,13,4.15,126,6.99,,
10370,8017,Mike Goff,G,19980078,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005649718,0,0,0,0,0,0,0,0,0,0,0,0,77.1,314,9.5,22.29589041,33.25,5.11,26.5,24,4.53,109,8.05,,
10376,19756,Stuart Schweigert,DB,20040067,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492754,0.014492754,0.057971014,0.652173913,0,0,0,0,0,0,0,0,0,74,218,,22.85753425,,4.45,38,18,3.89,124,6.68,,
10380,14498,Shawn McCarthy,P,19900305,2,1,1,11,112.5,0,0,0,0,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,6877,2,0.034482759,0.034482759,0.379310345,3.879310345,0,0,0,0,0.103448276,-0.344827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.827586207,237.137931,0.068965517,78.3,228,,22.17808219,,,,,,,,,
