,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic
8193,22754,Eric Unverzagt,LB,19960131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,236,9.5,23.35342466,31.75,4.83,30,22,4.4,112,,12.08,
8194,5864,Dameane Douglas,WR,19990102,4,0,0,0,0,0,0,0,0,0,0,0,28,14,165,3,11,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474576271,0.237288136,2.796610169,0.050847458,0.186440678,3.711864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9,201,,23.10410959,,4.7,31.5,,4.36,119,7.36,,
8199,9146,Cliff Harris,DB,20120781,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1865,0,70,433,0,0,0,0,35,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456790123,11.51234568,0,0.432098765,2.672839506,0,0,0,0,0.216049383,2.37037037,0,0,0,0,0,0,0,0,0,71.13,175,,21.38630137,,4.61,36,14,4.19,118,6.79,,
8201,19396,Ty Sambrailo,OT,20150059,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7,311,,23.15342466,,5.36,29,23,4.58,97,7.54,,
8212,21539,Alex Sulfsted,T,20010176,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,312,,23.34794521,,5.3,30.5,,,96,,,
8217,24334,Adrian Wilson,DB,20010064,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,317,75,27,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147058824,1.695187166,0.401069519,0.144385027,2.71657754,0,0,0,0,0,0,0,0,0,74.4,213,,21.53972603,,4.55,39.5,21,,120,,,
8218,23255,Ronnie Ward,LB,19970093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4,233,9.75,23.2,32,,,17,,,,,
8219,24392,Kion Wilson,LB,20100712,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.192307692,0,0,0,0,0,0,0,0,0,0,0,73,239,,23.50958904,,4.87,36.5,27,4.53,123,,,
8224,2759,Willie Brown,DB,19960811,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,0,3,29,0,0,0,0,61,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019480519,0.454545455,0,0.019480519,0.188311688,0,0,0,0,0.396103896,4.337662338,0,0,0,0,0,0,0,0,0,72.5,208,9.38,,33.13,4.74,31,11,4.61,109,,12.38,
8225,8708,Joe Haden,DB,20100007,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,2,18,0,3,313,73,20,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04040404,0.96969697,0,0.02020202,0.181818182,0,0.03030303,3.161616162,0.737373737,0.202020202,2.343434343,0,0,0,0,0,0,0,0,0,70.75,193,,21.03561644,,4.52,35,18,4.34,125,6.94,,
8232,2127,Zackary Bowman,DB,20080142,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,156,21,13,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,1.544554455,0.207920792,0.128712871,1.95049505,0,0,0,0,0,0,0,0,0,72.13,197,,23.45205479,,4.44,30.5,18,4.21,122,7.1,,
8235,4235,Deandre Coleman,DT,20140591,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0.416666667,0,0,0,0,0,0,0,0,0,0,0,76.75,314,,23.29315068,,5.12,,24,,,,,
8236,6430,Ricky Elmore,DL,20110197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,255,,23.25205479,,4.88,31.5,26,4.32,106,7.25,,
8239,20953,Marcus Spears,T,19940039,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0.009615385,0.009615385,0.009615385,0.009615385,0.105769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,302,9.38,22.58630137,33,5.27,25,,4.68,110,,,
8240,16979,Stephen Paea,DT,20110053,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,76,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180722892,0.915662651,0.638554217,0,0,0,0.012048193,0,0,0,0,0,0,0,73.25,303,,22.97808219,,4.98,,49,,,,,
8251,24119,Jimmy Williams,LB,20010196,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179738562,0,0,0.08496732,0.594771242,0,0,0,0,0,0,0,0,0,70.1,188,,22.13150685,,4.6,36,,,120,7.12,,
8263,8038,Eddie Goldman,DT,20150039,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,51,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265625,1.59375,0.71875,0,0,0,0,0,0,0,0,0,0,0,76,336,,21.3260274,,,,,,,,,
8271,14891,Steve McKinney,C-G,19980093,10,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944444,0.006944444,0.034722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8,297,9.5,22.52328767,31.25,5.03,31.5,34,4.35,111,8.07,,
8272,22721,George Uko,DT,20140670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.63,284,,22.25205479,,4.99,29.5,18,,110,,,
8277,12254,Derrick Kindred,SS,20160129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,24,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739130435,1.043478261,0.043478261,1.304347826,0,0,0,0,0,0,0,0,0,70,207,,22.38356164,,4.5,37.5,,4.29,123,7.05,,
8279,8407,Trent Green,QB,19930222,12,2298,3794,28794,10439.1,164,116,254,1581,247,929,6,3,3,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.83606557,31.09836066,236.0163934,85.56639344,1.344262295,0.950819672,2.081967213,12.95901639,2.024590164,7.614754098,0.049180328,0.024590164,0.024590164,-0.057377049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,211,9.63,22.8109589,33.13,4.92,32.5,,4.2,116,,,
8284,12108,Matt Keneley,DT,19970208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4,286,9.13,23.39726027,33.63,5.38,27.5,18,4.69,103,7.98,,
8285,4979,Canute Curtis,LB,19970176,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046153846,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1,260,9.75,22.72328767,33.63,4.89,30,,,,,,
8286,21905,Travis Taylor,WR,20000010,8,0,0,0,0,0,0,0,0,33,247,0,636,325,4175,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317307692,2.375,0,6.115384615,3.125,40.14423077,0.221153846,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9,199,,21.06027397,,4.43,37,,,118,7.15,,
8287,8087,Zaviar Gooden,OLB,20130097,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90625,0.34375,0,0,0,0,0,0,0,0,0,0,0,73.5,234,,22.66575342,,4.47,34,27,4.18,131,6.71,,25
8289,16622,Ryan O'Callaghan,T,20060136,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.63,344,,22.79452055,,5.4,25,21,,92,,,
8295,23860,Fozzy Whittaker,RB,20120914,5,0,0,0,0,0,0,0,0,154,636,2,96,68,592,5,68,1532,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,9.636363636,0.03030303,1.454545455,1.03030303,8.96969697,0.075757576,1.03030303,23.21212121,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,69,193,,23.24383562,,4.49,,20,,,,,
8300,11001,Jason Jefferson,DT,20050193,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314285714,0.028571429,0,0,0,0,0,0,0,0,0,0,0,74,310,,23.35616438,,5.1,28.5,,4.48,102,7.8,,
8307,19327,DeMeco Ryans,LB,20060033,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,522,185,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094405594,3.65034965,1.293706294,0.055944056,0.601398601,0,0,0,0,0,0,0,0,0,73.25,236,,21.76712329,,4.67,39,23,4.17,129,7.19,,
8312,7278,Aubrayo Franklin,DT,20030146,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,145,49,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027210884,0.986394558,0.333333333,0.006802721,0.068027211,0,0,0,0,0,0,0,0,0,73.5,307,,22.67671233,,5.2,27,,4.7,100,,,
8313,1815,Darryl Blackstock,LB,20050095,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513514,0,0,0.054054054,0.162162162,0.189189189,0,0,0,0,0,0,0,0,0,0,0,74.6,247,,21.91506849,,4.72,39,25,4.29,126,7.05,,
8314,13646,Calvin Lowry,DB,20060102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,11,7,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0.340909091,0,0,0,0,0,0.25,0.159090909,0.045454545,0.409090909,0,0,0,0,0,0,0,0,0,71,200,,23.22191781,,4.58,36,15,4.2,120,7.16,,
8321,18337,D'Aundre Reed,DL,20110215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.88,261,,23.3369863,,4.84,35.5,30,4.32,119,7.24,,
8322,1949,Rocky Boiman,LB,20020133,8,0,0,0,0,0,0,0,0,0,0,0,1,1,-16,0,0,0,0,0,0,0,1.5,51,21,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008928571,0.008928571,-0.142857143,0,0,0,0,0,0,0,0.013392857,0.455357143,0.1875,0.044642857,0.875,0,0,0,0,0,0,0,0,0,75.8,242,,22.25205479,,4.61,35,17,4.05,118,6.86,,
8323,21079,Dennis Stallings,LB,19970181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.1,234,9.88,22.91780822,33,4.71,32,23,4.36,109,7.53,11.93,
8326,15612,Monty Montgomery,DB,19970117,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060344828,0,0,0.068965517,1.551724138,0,0,0,0,0,0,0,0,0,71.5,189,9,23.37808219,32.25,4.61,32.5,,4.09,112,7.18,11.33,
8329,17338,David Pender,DB,20100484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,180,,22.39726027,,4.37,39,8,,124,,,
8330,885,Chris Baker,DT,20090408,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,118,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127777778,1.311111111,0.855555556,0,0,0,0,0,0,0,0,0,0,0,74,326,,21.56164384,,4.94,35.5,24,4.9,106,8.06,,
8333,3066,Juston Burris,CB,20160118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730769231,0.038461538,0.076923077,1.846153846,0,0,0,0,0,0,0,0,0,72.25,212,,22.74794521,,4.53,36.5,19,4.4,122,7.1,,
8339,22681,Melvin Tuten,T,19950069,8,0,0,0,0,0,0,0,0,0,0,0,2,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030769231,0.030769231,0.184615385,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6,305,9.75,23.46027397,35.5,5.08,30.5,19,4.63,109,,,
8341,11550,Datone Jones,DE,20130026,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,9.5,65,26,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0.342857143,0,0,0,0,0.135714286,0.928571429,0.371428571,0.014285714,0.257142857,0,0,0,0,0,0,0,0,0,75.88,283,,22.76986301,,4.8,31.5,29,4.32,112,7.32,,
8342,12864,Antonio Langham,DB,19940009,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009433962,0,0,0.132075472,1.452830189,0,0,0,0,0,0,0,0,0,71,180,8.88,21.74520548,32,,,,,,,,
8343,20791,Terrelle Smith,FB,20000096,10,0,0,0,0,0,0,0,0,59,185,0,110,70,365,3,2,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393333333,1.233333333,0,0.733333333,0.466666667,2.433333333,0.02,0.013333333,0.16,0,0,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,72,249,,22.10958904,,5.01,32.5,19,4.85,109,8.38,,
8344,22722,Jeff Ulbrich,LB,20000086,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,9,5,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044715447,0.073170732,0.040650407,0.016260163,0.211382114,0,0,0,0,0,0,0,0,0,72.4,249,,23.17260274,,4.7,32,24,4.3,109,7.23,,
8346,20367,Michael Sinclair,DE,19910155,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493288591,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,244,9.75,23.23561644,33,4.95,32,22,4.21,114,,,
8350,10853,Vincent Jackson,WR,20050061,12,0,0,0,0,0,0,0,0,15,161,0,1083,569,9583,60,1,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092592593,0.99382716,0,6.685185185,3.512345679,59.15432099,0.37037037,0.00617284,0.012345679,0,0,0,0,0,0.092592593,0,0,0,0,0,0,0,0,0,0,0,0,76.75,241,,22.28767123,,4.5,39,,,,,,
8354,8376,Jarvis Green,DE,20020126,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,33,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007352941,0.073529412,0,0,0,0,0.242647059,0.323529412,0.154411765,0,0,0,0,0,0,0,0,0,0,0,75.1,272,,23.28493151,,4.85,31,,4.25,109,7.52,,
8356,9138,Brandon Harris,DB,20110060,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840909091,0.227272727,0,0,0,0,0,0,0,0,0,0,0,69.5,191,,21.27123288,,4.46,35.5,13,4.12,113,6.77,,
8357,3456,Brett Carolan,TE,19940816,3,0,0,0,0,0,0,0,0,0,0,0,11,7,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458333333,0.291666667,2.541666667,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3,241,9.5,23.12328767,31.25,,,,,,,,
8358,5964,Shane Dronett,DT-DE,19920054,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0.020979021,0.048951049,0,0,0,0,0,0,0,0,0,77.1,273,9.75,21.30136986,34,5.21,31.5,14,4.6,113,,,
8359,20246,Sealver Siliga,DT,20110490,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,56,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141304348,1.217391304,1.369565217,0,0,0,0,0,0,0,0,0,0,0,73.75,305,,21.01917808,,5.04,29,29,4.75,,7.7,,
8360,11487,Aaron Jones,RB,20170182,1,0,0,0,0,0,0,0,0,70,370,3,16,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,46.25,0.375,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.13,208,,22.41917808,,4.56,37.5,16,4.2,127,6.82,,
8361,9152,De'Vante Harris,DB,20160670,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,1,0.142857143,0,0,0,0,0,0,0,0,0,0,0,70.63,176,,22.84383562,,4.56,38.5,,4.06,124,6.82,,
8363,22396,Dalvin Tomlinson,DT,20170055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,1.454545455,1.272727273,0,0,0,0,0,0,0,0,0,0,0,75,310,,23.17808219,,5.19,27,,4.39,110,7.68,,25
8367,11682,Reggie Jones,WR,19910126,7,0,0,0,0,0,0,0,0,0,0,0,47,27,282,0,5,137,0,12,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.238095238,1.285714286,13.42857143,0,0.238095238,6.523809524,0,0.571428571,2.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6,198,9.25,22.28767123,31,4.57,33.5,11,4.08,119,,11.34,
8369,23784,Kevin White,WR,20150007,2,0,0,0,0,0,0,0,0,1,9,0,40,21,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.8,0,8,4.2,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,215,,22.86027397,,4.35,36.5,23,4.14,118,6.92,,
8373,6901,John Fina,T,19920027,11,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005988024,-0.011976048,0,0.005988024,0.005988024,0.005988024,0.005988024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8,282,9.75,23.14246575,34.25,5.02,31,22,4.46,109,,,
8374,6388,Tony Elliott,NT,19870810,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164705882,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,190,9.25,23.31232877,30.5,4.84,27,8,4.21,103,,11.73,
8379,877,Billy Bajema,TE,20050249,9,0,0,0,0,0,0,0,0,0,0,0,65,40,416,2,4,53,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524193548,0.322580645,3.35483871,0.016129032,0.032258065,0.427419355,0,0,0,0,0,0.016129032,0.024193548,0,0,0,0,0,0,0,0,0,0,0,76.88,261,,22.49315068,,4.78,31.5,16,4.25,111,7.05,,
8381,6846,Bill Ferrario,G,20010105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,314,,22.59452055,,5.3,,17,,,,,
8391,22595,Stephon Tuitt,DT,20140046,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,99,39,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236842105,1.736842105,0.684210526,0.01754386,0.052631579,0,0,0,0,0,0,0,0,0,77.5,304,,20.97260274,,4.92,,31,,,,,
8392,3597,Tim Carter,DB,20020046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9,190,,22.59452055,,4.34,39,,3.93,124,6.68,,
