,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0_x,Unnamed: 0.1.1.1.1.1.1,player_id,name,position,college,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,Unnamed: 0_y,Player,Pos,To,CarAV,DrAV,Age,Tm,Rnd,Pick,Year,College/Univ,Missing
1736,1736,1736,1736,1736,1736,WR,WR,WR,WR,WR,WR,Cal Poly-San Luis Obispo,19980238,2,0,0,0,0.0,0,0,0,0,0,0,0,11,7,78,0,2,26,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846153846,0.538461538,6.0,0.0,0.153846154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,190,9.63,21.82739726,32.0,4.47,32.0,14.91558442,4.26,114.0,7.84,11.6,,13707.0,Kamil Loud,WR,1999.0,1.0,1.0,22.0,BUF,7.0,238.0,1998.0,Cal Poly-San Luis Obispo,False
1737,1737,1737,1737,1737,1737,RB,RB,RB,RB,RB,RB,Colorado,19960124,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,244,9.38,22.55890411,32.75,4.605443038,33.83308271,26.0,4.267629108,116.376673,7.1466171,11.64856287,,,,,,,,,,,,,,True
1738,1738,1738,1738,1738,1738,RB,RB,RB,RB,RB,RB,Pittsburgh,19940026,2,0,0,0,0.0,0,0,0,0,14,27,2,0,3,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666667,9.0,0.666666667,0.0,1.0,2.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,284,8.63,22.49863014,33.88,4.88,34.5,18.69061876,4.5,116.0,7.1466171,11.64856287,,,,,,,,,,,,,,True
1739,1739,1739,1739,1739,1739,WR,WR,WR,WR,WR,WR,Texas,19870124,1,0,0,0,0.0,0,0,0,0,0,0,0,0,15,205,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,12.8125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,204,10.5,22.526027399999997,32.5,4.6,37.5,2.0,4.38,123.0,6.993472585,11.57,,10301.0,Everett Gay,WR,1988.0,2.0,2.0,22.0,DAL,5.0,124.0,1987.0,Texas,False
1740,1740,1740,1740,1740,1740,RB,RB,RB,RB,RB,RB,South Florida,20170143,1,0,0,0,0.0,0,0,0,0,63,230,2,22,14,149,1,2,35,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.55555556,0.222222222,2.444444444,1.5555555559999998,16.55555556,0.111111111,0.222222222,3.888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.75,213,9.359638554,21.15616438,31.239911499999998,4.5,35.5,15.0,4.22,125.0,7.1466171,11.64856287,,18549.0,Marlon Mack,RB,2021.0,18.0,18.0,21.0,IND,4.0,143.0,2017.0,South Florida,False
1741,1741,1741,1741,1741,1741,DB,DB,DB,DB,DB,DB,Florida A&M;,19870179,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,1508,0,0,0,0,8.0,0,0,26,374,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47333333299999997,10.05333333,0.0,0.0,0.0,0.0,0.053333333,0.0,0.0,0.173333333,2.4933333330000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3,191,9.0,22.44383562,29.75,4.58,31.0,14.0,4.55,120.0,7.042195122000001,12.05,,,,,,,,,,,,,,True
1742,1742,1742,1742,1742,1742,LB,LB,LB,LB,LB,LB,USC,20090038,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,380,262,7,102,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,3.04,2.096,0.055999999999999994,0.816,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.75,249,9.575971731000001,22.27671233,32.34203774,4.78,33.25938567,23.0,4.312656546,107.0,7.245243902,11.87096618,15.0,16357.0,Rey Maualuga,LB,2017.0,49.0,47.0,22.0,CIN,2.0,38.0,2009.0,USC,False
1743,1743,1743,1743,1743,1743,T,T,T,T,T,T,Southern Miss,20120091,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714300000002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.38,323,9.9425,22.81643836,33.89451923,5.29,27.0,22.0,4.8,104.0,7.74,11.597999999999999,,17194.0,Lamar Holmes,T,2014.0,10.0,10.0,23.0,ATL,3.0,91.0,2012.0,Southern Miss,False
1744,1744,1744,1744,1744,1744,C,C,C,C,C,C,Penn St.,19930128,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,278,9.13,22.60547945,31.75,5.21,24.0,18.0,4.53,108.0,7.748333333,11.62,,,,,,,,,,,,,,True
1745,1745,1745,1745,1745,1745,RB,RB,RB,RB,RB,RB,USC,20160795,1,0,0,0,0.0,0,0,0,0,0,0,0,2,2,65,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.25,223,9.359638554,22.71506849,31.239911499999998,4.605443038,33.83308271,24.0,4.267629108,116.376673,7.1466171,11.64856287,,,,,,,,,,,,,,True
1746,1746,1746,1746,1746,1746,DB,DB,DB,DB,DB,DB,Boston Univ.,20130458,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,190,0,152,1393,0,0.0,0,0,19,201,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315800000001,1.6666666669999999,0.0,1.333333333,12.21929825,0.0,0.0,0.0,0.0,0.166666667,1.763157895,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38,234,9.180858586,23.33150685,31.42202778,5.01,30.5,19.0,4.39,115.0,7.21,11.497068400000002,,3491.0,Bruce Taylor,DB,1977.0,45.0,45.0,22.0,SFO,1.0,17.0,1970.0,Boston Univ.,False
1747,1747,1747,1747,1747,1747,T,T,T,T,T,T,Wisconsin,20020201,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8,262,9.9425,22.89041096,33.89451923,4.8,28.01383399,18.0,4.716348548,102.1781377,7.870920245,11.597999999999999,,14687.0,Mark Anelli,TE,2002.0,0.0,0.0,23.0,SFO,6.0,201.0,2002.0,Wisconsin,False
1748,1748,1748,1748,1748,1748,C,C,C,C,C,C,Duke,20160449,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.38,305,9.818837209,23.20821918,32.21309524,5.39,24.0,27.0,4.76,103.0,7.89,11.62,,,,,,,,,,,,,,True
1749,1749,1749,1749,1749,1749,T,T,T,T,T,T,Notre Dame,20070070,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,305,9.9425,22.14520548,33.89451923,5.11,25.5,22.0,4.52,100.0,7.78,11.597999999999999,,15871.0,Ryan Harris,T,2016.0,33.0,23.0,22.0,DEN,3.0,70.0,2007.0,Notre Dame,False
1750,1750,1750,1750,1750,1750,DE,DE,DE,DE,DE,DE,Nebraska,19880090,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,265,10.25,22.58630137,33.42385246,4.96,32.5,17.0,4.55,111.0,7.34765873,11.87125,,10612.0,Tim Rother,DT,1990.0,1.0,1.0,22.0,RAI,4.0,90.0,1988.0,Nebraska,False
1751,1751,1751,1751,1751,1751,LB,LB,LB,LB,LB,LB,Vanderbilt,19980135,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,239,10.25,23.34520548,33.75,4.75,34.0,20.0,4.22,116.0,7.84,11.87,,13602.0,Antony Jordan,LB,2001.0,1.0,1.0,23.0,IND,5.0,135.0,1998.0,Vanderbilt,False
1752,1752,1752,1752,1752,1752,WR,WR,WR,WR,WR,WR,La-Lafayette,19990105,15,0,0,0,0.0,0,0,0,0,9,32,0,723,443,5986,46,0,0,0,0,0,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053892216,0.19161676600000002,0.0,4.329341317,2.652694611,35.84431138,0.275449102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041916168,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,197,9.290307692,22.83013699,31.66167364,4.49,35.5,14.91558442,4.01,118.0,7.04,11.49209302,,,,,,,,,,,,,,True
1753,1753,1753,1753,1753,1753,LB,LB,LB,LB,LB,LB,Pittsburgh,20090146,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88,244,9.575971731000001,23.15890411,32.34203774,4.7,35.5,27.0,4.39,119.0,7.0,11.87096618,,16468.0,Scott McKillop,LB,2009.0,2.0,2.0,23.0,SFO,5.0,146.0,2009.0,Pittsburgh,False
1754,1754,1754,1754,1754,1754,T,T,T,T,T,T,Florida St.,19970006,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9,301,9.88,23.2630137,34.5,5.09,30.5,23.16,4.73,108.0,8.23,11.597999999999999,,,,,,,,,,,,,,True
1755,1755,1755,1755,1755,1755,LB,LB,LB,LB,LB,LB,Syracuse,20010088,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,31,14,2,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055555556,0.24603174600000002,0.111111111,0.015873016,0.023809524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,237,9.575971731000001,22.77808219,32.34203774,4.61,33.5,21.0,4.08,112.0,7.62,11.87096618,,14319.0,Morlon Greenwood,LB,2008.0,39.0,20.0,23.0,MIA,3.0,88.0,2001.0,Syracuse,False
1756,1756,1756,1756,1756,1756,WR,WR,WR,WR,WR,WR,Florida,19940109,8,0,0,0,0.0,0,0,0,0,5,13,0,546,303,3954,28,67,1432,0,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042372880999999994,0.110169492,0.0,4.627118643999999,2.56779661,33.50847458,0.237288136,0.56779661,12.13559322,0.0,0.025423729,0.033898305,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,205,9.0,22.70410959,33.0,4.62,38.0,14.91558442,4.15,125.0,6.993472585,11.0,,5143.0,Willie Jackson,WR,,,,,RAM,11.0,285.0,1973.0,Florida,False
1757,1757,1757,1757,1757,1757,WR,WR,WR,WR,WR,WR,Florida,19940109,8,0,0,0,0.0,0,0,0,0,5,13,0,546,303,3954,28,67,1432,0,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042372880999999994,0.110169492,0.0,4.627118643999999,2.56779661,33.50847458,0.237288136,0.56779661,12.13559322,0.0,0.025423729,0.033898305,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,205,9.0,22.70410959,33.0,4.62,38.0,14.91558442,4.15,125.0,6.993472585,11.0,,12586.0,Willie Jackson,WR,2002.0,29.0,,23.0,DAL,4.0,109.0,1994.0,Florida,False
1758,1758,1758,1758,1758,1758,DE,DE,DE,DE,DE,DE,Oklahoma St.,19980087,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,204,103,5,82,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297169811,0.962264151,0.48584905700000003,0.023584906,0.386792453,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3,190,8.88,22.72054795,32.5,4.52,32.58196721,22.50974930000001,3.98,121.0,7.07,11.06,,,,,,,,,,,,,,True
1759,1759,1759,1759,1759,1759,WR,WR,WR,WR,WR,WR,Fresno State (CA),19960132,4,0,0,0,0.0,0,0,0,0,1,-3,0,27,8,92,0,24,541,0,16,136,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,-0.2,0.0,1.8,0.533333333,6.1333333329999995,0.0,1.6,36.06666667,0.0,1.066666667,9.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,176,9.13,22.85205479,32.75,4.68,30.0,14.91558442,4.2,116.0,6.993472585,11.81,,,,,,,,,,,,,,True
1760,1760,1760,1760,1760,1760,RB,RB,RB,RB,RB,RB,Colorado St.,19870143,1,0,1,0,0.0,0,1,0,0,9,30,1,0,1,5,0,1,15,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.111111111,0.0,0.0,0.0,0.111111111,0.0,0.0,1.0,3.333333333,0.111111111,0.0,0.111111111,0.5555555560000001,0.0,0.111111111,1.6666666669999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.8,201,9.5,22.8,28.0,4.83,28.5,14.0,4.05,114.0,7.1466171,11.34,,10321.0,Steve Bartalo,RB,1987.0,0.0,0.0,23.0,TAM,6.0,143.0,1987.0,Colorado St.,False
1761,1761,1761,1761,1761,1761,T,T,T,T,T,T,Texas,20060141,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157895,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.38,315,9.9425,23.31506849,33.89451923,5.34,24.5,23.16,4.85,101.0,7.73,11.597999999999999,,15683.0,Jonathan Scott,T,2014.0,17.0,4.0,23.0,DET,5.0,141.0,2006.0,Texas,False
1762,1762,1762,1762,1762,1762,LB,LB,LB,LB,LB,LB,Vanderbilt,20080165,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,62,36,1,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054054054000000004,1.675675676,0.972972973,0.027027027000000002,0.135135135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,245,9.575971731000001,22.38630137,32.34203774,4.73,31.5,28.0,4.26,118.0,6.86,11.87096618,,16229.0,Jonathan Goff,LB,2010.0,9.0,9.0,22.0,NYG,5.0,165.0,2008.0,Vanderbilt,False
1763,1763,1763,1763,1763,1763,RB,RB,RB,RB,RB,RB,Stanford,19870162,2,0,0,0,0.0,0,0,0,0,32,66,1,0,15,209,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.285714286,4.714285714,0.071428571,0.0,1.071428571,14.92857143,0.14285714300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,246,10.25,22.83835616,32.25,4.87,26.0,18.0,4.41,109.0,7.1466171,11.64856287,,,,,,,,,,,,,,True
1764,1764,1764,1764,1764,1764,DB,DB,DB,DB,DB,DB,Texas,20060048,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236,48,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5376344090000003,0.516129032,0.09677419400000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.13,199,9.180858586,23.47945205,31.42202778,4.54,35.5,17.0,4.1,125.0,6.84,11.497068400000002,,15587.0,Cedric Griffin,DB,2012.0,23.0,23.0,23.0,MIN,2.0,48.0,2006.0,Texas,False
1765,1765,1765,1765,1765,1765,DB,DB,DB,DB,DB,DB,Louisville,20030217,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909091,1.0909090909999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,216,9.180858586,22.21369863,31.42202778,4.55,36.0,19.0,4.1,120.0,7.03,11.497068400000002,,14971.0,Curry Burns,DB,2006.0,1.0,0.0,22.0,HOU,7.0,217.0,2003.0,Louisville,False
1766,1766,1766,1766,1766,1766,DB,DB,DB,DB,DB,DB,Iowa,20030140,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,208,9.180858586,23.52054795,31.42202778,4.53,35.5,25.0,4.03,115.0,6.85,11.497068400000002,,14892.0,Derek Pagel,DB,2004.0,1.0,1.0,23.0,NYJ,5.0,140.0,2003.0,Iowa,False
1767,1767,1767,1767,1767,1767,QB,QB,QB,QB,QB,QB,UCLA,19960087,1,32,57,315,188.5,1,1,6,53,3,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66666667,19.0,105.0,62.83333333,0.333333333,0.333333333,2.0,17.66666667,1.0,2.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,197,9.13,22.86575342,31.13,4.857445887,31.01658768,14.05263158,4.326666667,109.04784690000001,7.185413533999999,12.07,,,,,,,,,,,,,,True
1768,1768,1768,1768,1768,1768,WR,WR,WR,WR,WR,WR,South Carolina,20090141,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,158,0,3,32,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,19.75,0.0,0.375,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38,189,9.290307692,22.24657534,31.66167364,4.37,37.0,14.91558442,4.1,113.0,6.96,11.49209302,,16463.0,Kenny McKinley,WR,2009.0,0.0,0.0,22.0,DEN,5.0,141.0,2009.0,South Carolina,False
1769,1769,1769,1769,1769,1769,DB,DB,DB,DB,DB,DB,Louisiana State,20050104,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,41,11,6,60,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37962963,0.10185185199999999,0.055555556,0.5555555560000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,194,9.180858586,22.63835616,31.42202778,4.59,35.0,14.64411367,3.97,117.0,6.95,11.497068400000002,,,,,,,,,,,,,,True
1770,1770,1770,1770,1770,1770,LB,LB,LB,LB,LB,LB,Nebraska,20010112,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053333333,0.0,0.026666667,0.0,0.0,0,0.013333333000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,251,9.575971731000001,24.17534247,32.34203774,4.72,33.25938567,21.21631206,4.312656546,114.7868284,7.245243902,11.87096618,,14344.0,Carlos Polk,LB,2008.0,7.0,7.0,24.0,SDG,4.0,112.0,2001.0,Nebraska,False
