,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,draft_year
5432,8743,Jay Hagood,T,19970831,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4,312,9.63,23.70958904,35.5,5.4,29.0,16.0,5.11,105.0,8.79,11.598,,1997
5435,10788,Johnnie Jackson,DB,19890122,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,4,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.06666666666666667,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,204,9.183984771573627,22.29589041,31.425782122904966,4.69,27.5,16.0,4.66,108.0,7.042195121951221,12.31,,1989
5437,16193,Carl Nassib,DE,20160065,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,29,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.16,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.88,277,9.783040000000007,23.06027397,33.42385245901642,4.84,28.5,21.0,4.37,114.0,7.27,11.871250000000002,,2016
5438,24517,Jerron Wishom,DB,20050459,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.8,193,9.183984771573627,23.16164384,31.425782122904966,4.53,38.0,18.0,4.07,118.0,6.81,11.498524590163933,,2005
5439,21034,Darren Sproles,RB,20050130,13,0,0,0,0.0,0,0,0,0,746,3639,26,778,576,5098,33,362,9120,2,310,2963,7,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.121546961325967,20.104972375690608,0.143646408839779,4.298342541436464,3.18232044198895,28.165745856353592,0.18232044198895028,2.0,50.386740331491715,0.011049723756906077,1.712707182320442,16.370165745856355,0.03867403314917127,0.0,0.03314917127071823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.1,187,9.36008064516131,21.85753425,31.239866666666696,4.49,33.0,23.0,3.96,102.0,6.96,11.648562874251494,,2005
5441,6726,Chuck Faucette,LB,19870279,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,240,9.75,23.57260274,30.5,4.91,30.0,21.21631205673759,4.46,113.0,7.245243902439021,11.91,,1987
5445,15636,Mike Mooney,T,19920108,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,333,9.63,22.92054795,33.75,5.55,24.5,17.0,4.63,97.0,7.870920245398778,11.598,,1992
5449,22147,Anthony Thompson,RB,19900031,3,0,1,0,39.6,0,0,0,0,251,831,6,6,14,74,0,4,34,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.02702702702702703,0.0,1.0702702702702702,0.0,0.0,0.0,0.0,6.783783783783784,22.45945945945946,0.16216216216216217,0.16216216216216217,0.3783783783783784,2.0,0.0,0.10810810810810811,0.918918918918919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1,207,9.88,23.05479452,29.5,4.77,33.5,24.0,4.267629107981221,116.37547892720306,7.146617100371751,11.648562874251494,,1990
5451,39,Emmanuel Acho,OLB,20120204,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63,238,9.575971731448787,21.4739726,32.34203773584907,4.64,35.5,24.0,4.312656546489565,118.0,7.245243902439021,11.870966183574884,,2012
5452,8141,Lamar Gordon,RB,20020084,5,0,0,0,0.0,0,0,0,0,226,774,3,87,62,490,2,9,168,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.512195121951219,18.878048780487806,0.07317073170731707,2.1219512195121952,1.5121951219512195,11.951219512195122,0.04878048780487805,0.21951219512195122,4.097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,214,9.36008064516131,22.29863014,31.239866666666696,4.59,34.0,16.0,4.267629107981221,115.0,7.146617100371751,11.648562874251494,,2002
5453,6232,A.J. Edds,LB,20100119,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.63,246,9.575971731448787,22.60821918,32.34203773584907,4.62,33.0,16.0,4.28,117.0,7.19,11.870966183574884,,2010
5458,23512,Jason Webster,DB,20000048,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,2,12,228,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.03225806451612903,0.021505376344086023,0.12903225806451613,2.4516129032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1,180,9.183984771573627,22.61643836,31.425782122904966,4.46,35.5,17.0,3.98,122.0,6.76,11.498524590163933,,2000
5459,11543,Dale Jones,LB,19870262,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,223,9.5,24.15616438,29.75,4.91,25.0,21.21631205673759,4.55,101.0,7.245243902439021,12.64,,1987
5465,1013,Justin Bannan,DT,20020139,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,152,56,1,-4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.8994082840236687,0.33136094674556216,0.005917159763313609,-0.023668639053254437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,300,9.783040000000007,23.02191781,33.42385245901642,5.02,29.0,24.0,4.24,97.0,7.31,11.871250000000002,,2002
5473,980,Romeo Bandison,DT,19940075,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,289,8.88,23.2109589,33.38,5.08,28.5,17.0,4.38,105.0,7.347658730158733,11.871250000000002,,1994
5488,9513,Joel Heath,DE,20160577,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,15,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.6818181818181818,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.25,293,9.783040000000007,22.87671233,33.42385245901642,5.02,33.0,26.0,4.52,113.0,7.44,11.871250000000002,,2016
5494,1810,Roosevelt Blackmon,DB,19980121,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,179,9.13,23.61917808,32.25,4.56,32.5,11.0,4.190721649484534,115.0,7.38,11.498524590163933,,1998
5499,19416,Khari Samuel,LB,19990144,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,242,9.575971731448787,22.52054795,32.34203773584907,4.76,35.0,24.0,4.34,116.0,7.56,11.870966183574884,,1999
5502,7982,LaVar Glover,DB,20020212,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,177,9.183984771573627,23.35616438,31.425782122904966,4.57,37.0,11.0,4.29,114.0,7.18,11.498524590163933,,2002
5516,10179,Michael Hoomanawanui,TE,20100132,8,0,0,0,0.0,0,0,0,0,1,0,0,101,65,738,8,2,19,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,1.10989010989011,0.7142857142857143,8.10989010989011,0.08791208791208792,0.02197802197802198,0.2087912087912088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.63,264,9.942499999999999,21.81369863,33.89451923076926,4.77,28.013833992094863,25.0,4.716348547717845,102.17813765182186,7.870920245398778,11.598,,2010
5521,11054,Julian Jenkins,DE,20060156,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.63,277,9.783040000000007,22.5260274,33.42385245901642,5.09,34.5,25.0,4.23,110.0,7.11,11.871250000000002,,2006
5526,23487,B.W. Webb,CB,20130114,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,8,2,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.16,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25,184,9.183984771573627,22.99452055,31.425782122904966,4.51,40.5,14.0,3.84,132.0,6.82,11.498524590163933,,2013
5531,7648,Kevin Garrett,DB,20030172,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,194,9.183984771573627,22.75616438,31.425782122904966,4.32,35.0,14.659430122116689,3.96,129.0,6.89,11.498524590163933,,2003
5532,21162,Aaron Stecker,RB,19990438,10,0,0,0,0.0,0,0,0,0,390,1544,8,217,167,1178,3,182,4197,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.888888888888889,11.437037037037037,0.05925925925925926,1.6074074074074074,1.237037037037037,8.725925925925926,0.022222222222222223,1.348148148148148,31.08888888888889,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,210,9.36008064516131,23.44109589,31.239866666666696,4.82,32.5,23.0,4.17,112.0,7.0,11.648562874251494,,1999
5534,24873,Brian Young,DT,20000139,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,11,2,1,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18992248062015504,0.08527131782945736,0.015503875968992248,0.007751937984496124,0.1937984496124031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,278,9.783040000000007,22.78630137,33.42385245901642,4.96,29.5,27.0,4.47,106.0,7.2,11.871250000000002,,2000
5536,3581,Kevin Carter,DE-DT,19950006,14,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.5,28,21,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4758771929824561,0.12280701754385964,0.09210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,274,10.63,21.59726027,33.25,4.857393483709271,32.58196721311475,22.50974930362117,4.4380239520958105,113.65745856353591,7.347658730158733,11.871250000000002,,1995
5539,5940,Tyronne Drakeford,DB,19940062,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,3.0,0,0,16,162,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.22641509433962265,0.0,0.0,0.0,0.0,0.02830188679245283,0.0,0.0,0.1509433962264151,1.528301886792453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6,185,9.0,22.85753425,30.88,4.59,33.5,18.0,4.190721649484534,115.0,7.042195121951221,11.498524590163933,,1994
5546,15625,Pete Monty,LB,19970103,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9,253,9.25,22.8109589,32.0,4.84,32.5,26.0,4.29,109.0,7.41,11.85,,1997
5556,16294,Steven Nelson,CB,20150098,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3529411764705883,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,197,9.183984771573627,22.28219178,31.425782122904966,4.49,34.5,19.0,4.07,115.0,6.88,11.498524590163933,,2015
5561,17958,Greg Primus,WR,19930890,2,0,0,0,0.0,0,0,0,0,0,0,0,4,3,25,0,2,39,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,3.5714285714285716,0.0,0.2857142857142857,5.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6,186,8.88,22.61361994345952,31.63,4.74,34.5,14.915584415584416,4.09,123.0,6.993472584856398,11.31,,1993
5563,7766,Jeremiah George,ILB,20140154,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,14,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.4375,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,234,9.575971731448787,22.30136986,32.34203773584907,4.91,33.0,28.0,4.312656546489565,115.0,7.245243902439021,11.870966183574884,,2014
5570,19347,Dwayne Sabb,LB,19920116,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,0,0,3,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.08974358974358974,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,248,10.75,22.56164384,34.25,4.83,31.5,20.0,4.26,120.0,7.245243902439021,11.49,,1992
5571,11615,Jermaine Jones,DB,19990162,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,180,9.183984771573627,22.74246575,31.425782122904966,4.51,38.5,12.0,3.96,116.0,6.79,11.498524590163933,,1999
5572,17138,John Parrella,DT,19930055,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1553672316384181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,296,9.38,23.43835616,32.5,5.0,29.0,29.0,4.44,102.0,7.347658730158733,11.871250000000002,,1993
5573,6468,IK Enemkpali,DE,20140210,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.75,261,9.783040000000007,22.8630137,33.42385245901642,4.78,34.0,28.0,4.65,112.0,7.67,11.871250000000002,,2014
5580,16401,Donnie Nickey,DB,20030154,8,0,0,0,0.0,0,0,0,0,1,0,0,2,1,26,0,0,0,0,0,0,0,1.0,5,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.0,0.0,0.015748031496062992,0.007874015748031496,0.2047244094488189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.03937007874015748,0.06299212598425197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,220,9.183984771573627,23.01643836,31.425782122904966,4.64,33.5,17.0,4.15,119.0,7.08,11.498524590163933,,2003
5583,6070,Howard Duncan,C,20021107,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,324,9.818837209302325,22.977725804634154,32.21309523809525,5.51,28.5,22.0,4.69,97.0,8.31,11.62,,2002
5585,12343,Levon Kirkland,LB,19920038,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,15,76,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11436170212765957,0.0,0.0,0.0797872340425532,0.40425531914893614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,240,8.5,23.20273973,32.5,4.92,32.5,20.0,4.13,116.0,7.245243902439021,11.59,,1992
5586,20417,Dan Skipper,OT,20170504,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.63,309,9.942499999999999,22.61917808,33.89451923076926,5.42,26.0,23.16,5.01,97.0,7.61,11.598,,2017
5587,16824,Benji Olson,G,19980139,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,324,9.88,22.88493151,32.25,5.27,27.5,21.0,4.78,95.0,8.52,11.45,,1998
5591,19274,Darrell Russell,DT-DE,19970002,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3805970149253731,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,321,10.5,20.90958904,35.13,4.857393483709271,31.5,25.0,4.26,96.0,7.65,11.871250000000002,,1997
5592,13258,D.D. Lewis,LB,20020595,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,30,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.3614457831325301,0.13253012048192772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,235,9.575971731448787,23.29589041,32.34203773584907,4.7,33.5,24.0,4.312656546489565,114.0,7.245243902439021,11.870966183574884,,2002
