,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,draft_year
5291,24770,Danny Wuerffel,QB,19970099,6,184,350,2123,1170.7,12,22,57,362,31,189,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,14.0,84.92,46.828,0.48,0.88,2.28,14.48,1.24,7.56,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,212,9.5,22.91232877,31.5,4.9,28.0,14.052631578947368,4.42,100.0,7.69,12.07,,1997
5292,8267,Ernest Grant,DT,20000167,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,316,9.783040000000007,23.92876712,33.42385245901642,5.33,29.5,24.0,5.03,98.0,8.0,11.871250000000002,,2000
5296,10824,Raymond Jackson,DB,19960156,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0.0,0,0,7,79,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.5733333333333334,0.0,0.0,0.0,0.0,0.09333333333333334,1.0533333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,190,9.5,23.18630137,33.75,4.66,36.5,13.0,4.41,120.0,7.042195121951221,11.76,,1996
5299,1326,Zane Beadles,T,20100045,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.38,310,9.942499999999999,23.43835616,33.89451923076926,5.28,28.013833992094863,27.0,4.716348547717845,102.17813765182186,7.870920245398778,11.598,,2010
5300,18150,Wali Rainer,LB,19990124,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,1,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.00909090909090909,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,241,9.575971731448787,22.00821918,32.34203773584907,4.91,32.0,26.0,4.33,111.0,7.83,11.870966183574884,,1999
5305,4937,T.J. Cunningham,DB,19960209,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,195,9.5,23.50410959,31.25,4.69,30.5,14.0,4.13,117.0,7.042195121951221,11.66,,1996
5306,21208,Steve Stenstrom,QB,19950134,4,177,314,1895,1060.1,4,12,32,216,22,100,2,1,1,9,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.411764705882353,18.470588235294116,111.47058823529412,62.35882352941176,0.23529411764705882,0.7058823529411765,1.8823529411764706,12.705882352941176,1.2941176470588236,5.882352941176471,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9,199,9.0,23.34520548,31.5,5.08,28.0,14.052631578947368,4.03,100.0,7.185413533834583,12.07,,1995
5312,4305,Jalen Collins,CB,20150042,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,5,2,37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037037037037037,0.18518518518518517,0.07407407407407407,1.3703703703703705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,203,9.183984771573627,22.1260274,31.425782122904966,4.48,36.0,14.659430122116689,4.27,124.0,6.77,11.498524590163933,,2015
5317,2893,Jeff Buckey,G,19960230,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,299,10.38,21.71780822,32.75,5.27,28.0,26.0,4.63,104.0,7.880350877192982,11.45,,1996
5320,11681,Reggie Jones,DB,19910126,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,6,144,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.13953488372093023,3.3488372093023258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,198,9.25,22.28767123,31.0,4.57,33.5,11.0,4.08,119.0,7.042195121951221,11.34,,1991
5321,21000,Irving Spikes,RB,19940893,4,0,0,0,0.0,0,0,0,0,261,983,8,34,24,185,2,93,2146,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.117647058823529,19.274509803921568,0.1568627450980392,0.6666666666666666,0.47058823529411764,3.627450980392157,0.0392156862745098,1.8235294117647058,42.07843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,212,8.75,23.35616438,29.0,4.69,30.0,17.0,4.28,112.0,7.146617100371751,11.88,,1994
5323,24802,Renaldo Wynn,DE-DT,19970021,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,19,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14516129032258066,0.10215053763440861,0.03763440860215054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,288,10.5,22.64109589,33.88,4.83,33.0,28.0,4.29,115.0,7.72,11.871250000000002,,1997
5334,15214,Terry Mickens,WR,19940146,6,0,0,0,0.0,0,0,0,0,0,0,0,148,74,912,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6444444444444444,0.8222222222222222,10.133333333333333,0.044444444444444446,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,200,10.0,23.18630137,32.5,4.63,31.0,14.915584415584416,4.39,117.0,6.993472584856398,11.75,,1994
5335,16906,Jeff Otah,T,20080019,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,322,9.942499999999999,21.8739726,33.89451923076926,5.57,22.5,27.0,4.716348547717845,102.0,7.870920245398778,11.598,,2008
5337,1348,Vic Beasley,OLB,20150008,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,66,20,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5340909090909091,1.5,0.45454545454545453,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,246,9.575971731448787,22.82465753,32.34203773584907,4.53,41.0,35.0,4.15,130.0,6.91,11.870966183574884,,2015
5339,10990,Jackson Jeffcoat,DE,20140746,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4,3,1,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,247,9.783040000000007,23.38082192,33.42385245901642,4.63,36.0,18.0,4.18,123.0,6.97,11.871250000000002,,2014
5341,5651,Jarett Dillard,WR,20090144,3,0,0,0,0.0,0,0,0,0,0,0,0,58,35,398,1,0,0,0,3,10,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.761904761904762,1.6666666666666667,18.952380952380953,0.047619047619047616,0.0,0.0,0.0,0.14285714285714285,0.47619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25,191,9.290307692307714,23.35890411,31.661673640167393,4.52,42.5,13.0,4.41,129.0,7.1,11.492093023255807,,2009
5345,10986,Max Jean-Gilles,G,20060099,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.75,355,9.864050632911392,22.45753425,32.8560810810811,5.54,24.5,27.0,5.08,95.0,8.56,11.45,,2006
5355,11447,Trumaine Johnson,CB,20120065,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0.0,267,44,18,284,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.075,0.0,0.0,3.3375,0.55,0.225,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88,204,9.183984771573627,22.33150685,31.425782122904966,4.5,35.5,19.0,4.15,122.0,7.2,11.498524590163933,,2012
5359,22434,Gino Torretta,QB,19930192,4,5,16,41,35.4,1,1,3,17,2,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,8.0,20.5,17.7,0.5,0.5,1.5,8.5,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,219,9.38,22.72328767,29.38,4.857445887445886,31.0,14.052631578947368,4.326666666666663,106.0,7.185413533834583,12.07,,1993
5362,6096,Jason Dunn,TE,19960054,12,0,0,0,0.0,0,0,0,0,1,-5,0,147,81,910,11,4,66,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,-0.030864197530864196,0.0,0.9074074074074074,0.5,5.617283950617284,0.06790123456790123,0.024691358024691357,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8,257,9.63,22.44383562,34.63,4.74,40.0,29.0,4.25,127.0,7.870920245398778,11.91,,1996
5364,16877,Kyle Orton,QB,20050106,10,1613,2712,18037,6921.899999999999,101,69,165,1016,126,296,4,0,0,0,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,18.54022988505747,31.17241379310345,207.32183908045977,79.56206896551723,1.160919540229885,0.7931034482758621,1.896551724137931,11.67816091954023,1.4482758620689655,3.4022988505747125,0.04597701149425287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,233,9.481704545454544,22.45479452,31.774268292682947,5.11,26.5,14.052631578947368,4.52,109.04784688995215,7.38,12.07,27.0,2005
5365,14585,Gerald McCoy,DT,20100003,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,195,63,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,1.8571428571428572,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.13,295,9.783040000000007,22.16986301,33.42385245901642,5.04,30.5,23.0,4.48,114.0,7.32,11.871250000000002,,2010
5368,19732,William Schultz,G-T,19900094,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,287,9.0,22.99178082,32.0,5.19,27.0,21.0,4.68,102.0,7.880350877192982,11.45,,1990
5370,14684,T.J. McDonald,FS,20130071,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,227,73,4,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928571428571429,4.053571428571429,1.3035714285714286,0.07142857142857142,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,219,9.183984771573627,22.26027397,31.425782122904966,4.59,40.0,19.0,4.2,131.0,6.89,11.498524590163933,,2013
5373,9433,Donald Hayes,WR,19980106,5,0,0,0,0.0,0,0,0,0,0,0,0,285,144,1988,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.523809523809524,2.2857142857142856,31.555555555555557,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,208,9.25,22.78082192,34.25,4.57,36.0,14.915584415584416,4.07,123.0,7.38,11.42,,1998
5377,17576,Bruce Pickens,DB,19910003,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.038461538461538464,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8,193,9.75,22.96438356,31.0,4.48,34.5,14.659430122116689,4.12,127.0,7.042195121951221,10.99,,1991
5384,11535,Christian Jones,ILB,20140475,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,149,77,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,2.5689655172413794,1.3275862068965518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13,240,9.575971731448787,23.23287671,32.34203773584907,4.74,33.5,21.21631205673759,4.312656546489565,114.0,7.245243902439021,11.870966183574884,,2014
5385,10733,Bobby Jackson,DB,20020548,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,216,9.183984771573627,22.56164384,31.425782122904966,4.74,34.5,14.659430122116689,4.16,120.0,7.01,11.498524590163933,,2002
5387,13728,Keith Lyle,DB,19940071,9,0,0,0,0.0,0,0,0,0,5,47,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,31,362,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03597122302158273,0.3381294964028777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03597122302158273,0.0,0.0,0.22302158273381295,2.6043165467625897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.6,205,8.88,22.03287671,30.5,4.61,35.0,17.0,4.25,118.0,7.042195121951221,11.7,,1994
5388,1970,Kyle Boller,QB,20030019,9,861,1519,8931,4255.900000000001,48,54,123,802,176,572,2,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,29,0,12.661764705882353,22.33823529411765,131.33823529411765,62.58676470588236,0.7058823529411765,0.7941176470588235,1.8088235294117647,11.794117647058824,2.588235294117647,8.411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.4264705882352941,0.0,75.0,234,9.481704545454544,21.87123288,31.774268292682947,4.65,35.5,14.052631578947368,3.99,117.0,7.19,12.07,27.0,2003
5389,16287,Reggie Nelson,DB,20070021,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,529,197,35,483,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049132947976878616,3.0578034682080926,1.138728323699422,0.2023121387283237,2.791907514450867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38,198,9.183984771573627,23.61643836,31.425782122904966,4.51,34.5,14.659430122116689,4.190721649484534,118.9628681177977,7.042195121951221,11.498524590163933,,2007
5391,20888,Ariel Solomon,C,19910269,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,273,10.38,22.77808219,33.0,5.49,26.5,21.0,4.59,99.0,7.748333333333335,11.62,,1991
5395,21774,Maa Tanuvasa,DE-DT,19930209,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.14285714285714285,0.0,0.0,0.0,0.0,0.3956043956043956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,277,10.0,22.48219178,33.63,5.07,33.0,40.0,4.3,117.0,7.347658730158733,11.871250000000002,,1993
5400,971,Kentwan Balmer,DT,20080029,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,54,0,0,0,0,0.0,42,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14583333333333334,1.125,0.0,0.0,0.0,0.0,0.0,0.875,0.4791666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,308,9.783040000000007,21.54520548,33.42385245901642,5.31,29.0,33.0,4.82,103.0,7.65,11.871250000000002,,2008
5408,8904,Michael Hamlin,DB,20090166,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,214,9.183984771573627,23.44109589,31.425782122904966,4.57,37.5,17.0,4.42,117.0,7.14,11.498524590163933,,2009
5409,11728,Willie Jones,DT-DE,19990496,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,372,9.783040000000007,23.34794521,33.42385245901642,5.58,26.0,30.0,4.78,102.0,8.01,11.871250000000002,,1999
5423,11428,Ted Johnson,LB,19950057,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10071942446043165,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,248,9.25,22.39452055,32.5,4.84,31.5,28.0,4.35,121.0,7.245243902439021,11.85,,1995
5425,19778,Bryan Scott,DB,20030055,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.5,216,81,11,176,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.0,0.0,0.07142857142857142,1.469387755102041,0.5510204081632653,0.07482993197278912,1.1972789115646258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,219,9.183984771573627,22.04931507,31.425782122904966,4.6,35.154235145385584,13.0,4.190721649484534,118.9628681177977,7.042195121951221,11.498524590163933,,2003
5426,19503,Bob Sapp,G,19970069,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4,303,9.88,23.5890411,35.88,5.19,29.5,30.0,4.62,116.0,8.3,11.45,,1997
5430,7241,Eric Frampton,DB,20070165,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1595744680851064,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,204,9.183984771573627,23.23835616,31.425782122904966,4.65,34.5,10.0,4.17,122.0,6.84,11.498524590163933,,2007
