,Unnamed: 0,player_id,name,position,combine_player_ids,season_played,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attempts,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,passing_attempts_average,passing_completions_average,passing_yards_average,passing_rating_average,passing_touchdowns_average,passing_interceptions_average,passing_sacks_average,passing_sacks_yards_lost_average,rushing_attempts_average,rushing_yards_average,rushing_touchdowns_average,receiving targets_average,receiving_receptions_average,receiving_yards_average,receiving_touchdowns_average,kick_return_attempts_average,kick_return_yards_average,kick_return_touchdowns_average,punt_return_attempts_average,punt_return_yards_average,punt_return_touchdowns_average,defense_sacks_average,defense_tackles_average,defense_tackle_assists_average,defense_interceptions_average,defense_interception_yards_average,defense_interception_touchdowns_average,defense_safeties_average,point_after_attempts_average,point_after_makes_average,field_goal_attempts_average,field_goal_makes_average,punting_attempts_average,punting_yards_average,punting_blocked_average,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,draft_year
5038,19962,13916,Wesly Mallard,LB,20020188,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.6,221,9.575971731448789,23.42739726,32.34203773584907,4.52,41.0,22.0,4.07,118.0,6.81,11.870966183574884,,2002
5039,19963,9766,Artis Hicks,G,20020502,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,303,9.864050632911392,23.40821918,32.8560810810811,5.08,29.5,22.0,4.64,104.0,7.85,11.45,,2002
5040,19965,22007,Broderick Thomas,LB,19890006,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,0,0,2,81,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299319727891156,0.0,0.0,0.0136054421768707,0.5510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,253,9.575971731448789,22.18630137,32.34203773584907,4.61,33.25938566552901,21.21631205673759,4.312656546489565,114.78682842287697,7.245243902439021,11.870966183574884,,1989
5041,19966,7514,William Gaines,DE,19940147,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,300,10.38,22.86027397,35.75,5.12,29.0,15.0,4.87,113.65745856353593,7.347658730158733,11.871250000000002,,1994
5042,19968,12294,Joe King,DB,19910880,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0.0,0,0,5,53,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517241379310344,0.5862068965517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862068965517241,0.913793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9,197,9.5,22.96986301,31.5,4.54,34.0,11.0,3.99,119.0,7.042195121951221,11.52,,1991
5043,19970,11778,Karl Joseph,DB,20160014,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,89,33,1,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,3.869565217391304,1.434782608695652,0.0434782608695652,0.9130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.63,205,9.183984771573629,22.65205479,31.42578212290497,4.567728894173599,35.154235145385584,14.659430122116689,4.190721649484534,118.9628681177977,7.042195121951221,11.498524590163932,,2016
5044,19971,3697,Grady Cavness,DB,19930821,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,61,0,0,0,0,0.0,0,0,2,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,191,7.75,22.65149473998896,32.75,4.81,29.5,6.0,3.97,110.0,7.042195121951221,11.73,,1993
5045,19973,18708,Brian Rimpf,G,20040246,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,319,9.864050632911392,23.21369863,32.8560810810811,5.4,28.0,31.0,4.66,105.0,7.97,11.45,,2004
5046,19980,22216,Syd'Quan Thompson,DB,20100225,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0.0,7,6,2,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2307692307692307,1.3846153846153846,0.0,0.0,0.5384615384615384,0.4615384615384615,0.1538461538461538,1.5384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.25,186,9.183984771573629,23.21917808,31.42578212290497,4.62,33.0,14.659430122116689,4.26,117.0,6.73,11.498524590163932,,2010
5047,19986,17319,Willis Peguese,DE,19900072,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9,264,10.0,23.35890411,32.5,4.86,32.0,21.0,4.4,113.0,7.347658730158733,11.871250000000002,,1990
5048,19998,3027,Chester Burnett,LB,19980208,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6,224,9.88,23.02465753,32.38,4.66,33.5,26.0,4.41,114.0,7.82,11.51,,1998
5049,20002,12798,Dion Lambert,DB,19920090,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129,0.0,0.0,0.032258064516129,0.0,0.0,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,185,10.5,23.21643836,32.88,4.567728894173599,35.154235145385584,14.659430122116689,4.190721649484534,118.9628681177977,7.042195121951221,11.498524590163932,,1992
5050,20010,23705,Markus Wheaton,WR,20130079,5,0,0,0,0.0,0,0,0,0,4,19,0,218,120,1631,8,31,714,0,4,20,0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.3392857142857143,0.0,3.892857142857143,2.142857142857143,29.125,0.1428571428571428,0.5535714285714286,12.75,0.0,0.0714285714285714,0.3571428571428571,0.0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,189,9.290307692307714,22.22739726,31.661673640167397,4.45,37.0,20.0,4.02,120.0,6.8,11.492093023255809,,2013
5051,20012,1995,Melvin Bonner,WR,19930154,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,207,8.88,23.19726027,32.88,4.63,36.0,14.915584415584416,4.42,129.0,6.993472584856398,11.99,,1993
5052,20013,11779,Keith Joseph,RB,20050675,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88,254,9.36008064516131,23.38630137,31.239866666666696,4.73,33.0,27.0,4.2,113.0,7.43,11.648562874251494,,2005
5053,20030,17852,Jerrell Powe,DE,20110199,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,12,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.4285714285714285,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.75,335,9.783040000000009,24.1369863,33.42385245901642,5.25,25.0,27.0,5.06,93.0,8.17,11.871250000000002,,2011
5054,20031,82,Michael Adams,DB,19870067,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,109,22,3,53,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229885057471264,1.2528735632183907,0.2528735632183908,0.0344827586206896,0.6091954022988506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8,198,8.5,23.07671233,30.5,4.42,32.0,13.0,4.6,118.0,7.042195121951221,11.91,,1987
5055,20033,17530,Bobby Phillips,RB,19950878,1,0,0,0,0.0,0,0,0,0,14,26,0,0,0,0,0,4,60,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.25,0.0,0.0,0.0,0.0,0.0,0.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9,195,9.63,22.60640461220228,30.88,4.55,32.5,23.0,4.0,123.0,7.146617100371751,11.05,,1995
5056,20038,12081,Todd Kelly,LB,19930027,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1170212765957446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,259,9.75,22.42465753,33.13,4.83,33.25938566552901,20.0,4.312656546489565,114.78682842287697,7.245243902439021,11.870966183574884,,1993
5057,20042,21703,Quinn Sypniewski,T,20060166,2,0,0,0,0.0,0,0,0,0,0,0,0,54,36,261,1,1,11,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6875,1.125,8.15625,0.03125,0.03125,0.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,268,9.9425,24.05753425,33.89451923076926,4.8,32.5,20.0,4.52,114.0,7.09,11.598,,2006
5058,20051,5100,Donovin Darius,DB,19980025,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,14,189,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188679245283018,0.0,0.0,0.1320754716981132,1.7830188679245282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,211,10.75,22.69863014,33.13,4.567728894173599,38.5,14.659430122116689,3.95,128.0,7.21,11.22,,1998
5059,20052,2665,Lance Brown,DB,19950161,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,200,9.38,23.23287671,31.88,4.567728894173599,35.154235145385584,14.0,4.190721649484534,118.9628681177977,7.042195121951221,11.498524590163932,,1995
5060,20053,16810,Brock Olivo,RB,19980444,4,0,0,0,0.0,0,0,0,0,2,7,0,12,7,74,0,15,263,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.1590909090909091,0.0,0.2727272727272727,0.1590909090909091,1.681818181818182,0.0,0.3409090909090909,5.977272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,217,10.5,21.83013699,31.13,4.82,30.5,24.0,4.0,109.0,7.46,11.55,,1998
5061,20057,2758,Wilbert Brown,G,19990423,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,311,9.864050632911392,21.95342466,32.8560810810811,5.52,26.0,22.0,5.02,98.0,8.46,11.45,,1999
5062,20073,19505,Gerome Sapp,DB,20030182,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,216,9.183984771573629,22.22465753,31.42578212290497,4.69,36.5,14.659430122116689,4.27,112.0,7.13,11.498524590163932,,2003
5063,20074,10102,T.J. Hollowell,LB,20040532,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,235,9.575971731448789,23.06027397,32.34203773584907,4.57,33.5,21.21631205673759,4.09,117.0,7.14,11.870966183574884,,2004
5064,20075,8954,Jim Hanna,DE,19940851,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,279,9.5,22.72054795,32.63,4.857393483709271,32.58196721311475,28.0,4.4380239520958105,113.65745856353593,7.347658730158733,11.871250000000002,,1994
5065,20079,11448,Tyrell Johnson,DB,20080043,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,95,26,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6964285714285714,0.4642857142857143,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.88,207,9.183984771573629,22.95342466,31.42578212290497,4.41,32.0,27.0,4.190721649484534,127.0,7.042195121951221,11.498524590163932,,2008
5066,20080,14866,Keith McKenzie,DE,19960252,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,33.5,0,0,1,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297029702970297,0.4158415841584158,0.0,0.0,0.0,0.0,0.3316831683168317,0.0,0.0,0.0099009900990099,0.3267326732673267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,241,10.13,22.52328767,32.63,4.78,31.5,21.0,4.3,115.0,7.347658730158733,11.871250000000002,,1996
5067,20081,5364,Paul Dawson,LB,20150099,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,235,9.575971731448789,22.30684932,32.34203773584907,4.93,28.0,21.0,4.49,109.0,7.245243902439021,11.870966183574884,,2015
5068,20083,22051,Henry Thomas,G,19870072,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,268,10.0,22.30410959,32.25,4.95,27.0,18.0,4.67,98.0,7.880350877192982,11.45,,1987
5069,20087,8077,Chris Goode,DB,19870253,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,7,183,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206185567010309,0.0,0.0,0.0721649484536082,1.8865979381443296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.6,192,9.75,23.62739726,31.75,4.6,33.0,2.0,4.25,116.0,7.042195121951221,11.38,,1987
5070,20092,18776,James Roberson,DE,19950425,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1463414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,242,9.88,23.98630137,33.0,4.95,32.58196721311475,17.0,4.4380239520958105,113.65745856353593,7.347658730158733,11.871250000000002,,1995
5071,20093,18110,Chilo Rachal,G,20080039,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,315,9.864050632911392,22.13150685,32.8560810810811,5.26,25.5,28.0,5.14,108.0,8.01,11.45,,2008
5072,20095,19127,Scott Ross,LB,19910293,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,234,9.0,22.38356164,30.5,4.96,29.0,22.0,4.39,107.0,7.245243902439021,12.2,,1991
5073,20099,8403,Skyler Green,WR,20060125,3,0,0,0,0.0,0,0,0,0,1,1,0,4,3,33,0,7,192,0,14,64,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.3636363636363636,0.2727272727272727,3.0,0.0,0.6363636363636364,17.454545454545453,0.0,1.2727272727272727,5.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.13,192,9.290307692307714,21.64109589,31.661673640167397,4.52,34.0,14.915584415584416,4.216081081081083,118.0,6.993472584856398,11.492093023255809,,2006
5074,20100,4132,Robert Cobb,DE,19940821,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,217,10.13,22.78558581795294,32.13,4.857393483709271,26.0,22.50974930362117,4.76,104.0,7.347658730158733,11.871250000000002,,1994
5075,20105,11592,Greg Jones,LB,20110185,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.13,242,9.575971731448789,22.57534247,32.34203773584907,4.75,31.5,21.0,4.27,117.0,7.21,11.870966183574884,,2011
5076,20106,15610,Mike Montgomery,RB,20050180,4,4,10,111,689.5,1,0,0,0,96,297,2,0,63,869,7,7,190,0,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,4,158,0,0.0975609756097561,0.2439024390243902,2.707317073170732,16.817073170731707,0.024390243902439,0.0,0.0,0.0,2.341463414634146,7.2439024390243905,0.048780487804878,0.0,1.5365853658536586,21.195121951219512,0.1707317073170731,0.1707317073170731,4.634146341463414,0.0,0.048780487804878,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,3.8536585365853657,0.0,76.9,276,9.36008064516131,21.69589041,31.239866666666696,5.08,34.5,19.0,4.32,115.0,7.38,11.648562874251494,,2005
5077,20107,1435,Albert Bell,WR,19870803,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8,174,9.25,23.02739726,30.0,4.63,29.5,4.0,4.5,114.0,6.993472584856398,12.23,,1987
5078,20109,16423,Troy Niklas,T,20140052,4,0,0,0,0.0,0,0,0,0,0,0,0,23,15,155,3,1,1,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897435897435898,0.3846153846153846,3.9743589743589753,0.0769230769230769,0.0256410256410256,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,270,9.9425,21.64931507,33.89451923076926,4.84,32.0,27.0,4.55,113.0,7.57,11.598,,2014
