,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,player_id,name,position,combine_player_ids,combine_combine_ids,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_attempts,kick_return_yards,kick_return_touchdowns,punt_return_attempts,punt_return_yards,punt_return_touchdowns,defense_sacks,defense_tackles,defense_tackle_assists,defense_interceptions,defense_interception_yards,defense_interception_touchdowns,defense_safeties,point_after_attemps,point_after_makes,field_goal_attempts,field_goal_makes,punting_attempts,punting_yards,punting_blocked,heights,weights,hands,age,arm,40_dash,vertical,bench,shuttle,broad,3_cone,60_shuttle,wonderlic,Player,Pos,To,CarAV,DrAV,Age,Tm,Rnd,Pick,Year
3699,3678,3678,14587,14505,Marcus McCauley,DB,20070072,16376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,72.75,203,,23.66575342,,4.4,36,17,4.17,129,6.61,,,Marcus McCauley,DB,2009,4,4,24,MIN,3,72,2007
3700,3679,3679,14590,11701,Selwyn Jones,DB,19920177,11864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,71.8,182,9,21.96986301,31.38,4.63,37,7,4.2,129,,11.52,,Selwyn Jones,DB,1996,4,2,22,CLE,7,177,1992
3701,3680,3680,14595,4406,Chris Conlin,G,19870132,10046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4,285,9.75,21.90410959,32.25,5.33,23,21,4.59,92,,,,Chris Conlin,G,1991,2,0,22,MIA,5,132,1987
3702,3681,3681,14596,17448,Corey Peters,DT,20100083,17254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,136,57,1,1,0,1,0,0,0,0,0,0,0,75.25,300,,21.88493151,,4.98,33,,4.76,98,7.56,,,Corey Peters,DT,2021,45,23,22,ATL,3,83,2010
3703,3682,3682,14602,8706,Wayne Haddix,DB,19870813,10086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,123,0,0,0,0,0,0,0,7,231,0,0,0,0,0,0,0,0,0,73.1,200,8.75,21.77808219,32.75,4.67,37,8,4.35,122,,11.36,,,,,,,,,,,
3704,3683,3683,14604,22098,Mike Thomas,WR,20090107,17025,0,0,0,0,0,0,0,0,0,0,0,10,4,49,0,9,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.88,195,,21.90684932,,4.3,40.5,,4.28,126,6.65,,,Mike Thomas,WR,2012,21,20,22,JAX,4,107,2009
3705,3683,3683,14604,22098,Mike Thomas,WR,20090107,17025,0,0,0,0,0,0,0,0,0,0,0,10,4,49,0,9,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.88,195,,21.90684932,,4.3,40.5,,4.28,126,6.65,,,Mike Thomas,WR,2021,2,1,22,LAR,6,206,2016
3706,3684,3684,14606,72,Joe Adams,WR,20120104,17649,0,0,0,0,0,0,0,0,3,13,0,1,1,7,0,9,208,0,11,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.63,179,,22.44109589,,4.51,36,,,123,7.09,,,Joe Adams,WR,2012,0,0,22,CAR,4,104,2012
3707,3685,3685,14608,20004,David Sharpe,OT,20170129,19900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.75,343,,21.53424658,,5.44,20.5,19,4.78,97,7.87,,,,,,,,,,,,
3708,3686,3686,14609,1069,Joe Barksdale,OL,20110092,17361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76.75,325,,23.3369863,,5.31,29,29,4.75,103,8.27,,,,,,,,,,,,
3709,3687,3687,14611,15540,Stacey Mobley,WR,19870824,10154,0,0,0,0,0,0,0,0,0,0,0,0,21,265,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4,157,,,,4.55,33.5,7,4.52,115,,12.09,,,,,,,,,,,
3710,3688,3688,14628,16716,Joe Odom,LB,20030191,15304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9,241,,23.38082192,,4.62,,26,,,,,,Joe Odom,LB,2005,6,6,23,CHI,6,191,2003
3711,3689,3689,14629,10312,Willie Howard,DE,20010057,14714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4,295,,23.33424658,,4.94,,23,,,,,,Willie Howard,DE,2001,1,1,23,MIN,2,57,2001
3712,3690,3690,14632,22936,Kevin Vickerson,DT,20050216,15934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,125,45,1,4,0,0,0,0,0,0,0,0,0,77,310,,22.30410959,,5.07,32.5,,4.64,97,7.78,,,Kevin Vickerson,DT,2014,21,,22,MIA,7,216,2005
3713,3691,3691,14638,22030,Derrick Thomas,RB,19890004,10844,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,234,,22.32328767,,4.58,,,,,,,,,,,,,,,,,
3714,3692,3692,14650,2405,Jasper Brinkley,LB,20090150,16797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,220,87,0,0,0,0,0,0,0,0,0,0,0,73.63,252,,23.80273973,,4.67,35.5,26,4.32,114,7.03,,,Jasper Brinkley,LB,2015,21,16,24,MIN,5,150,2009
3715,3693,3693,14651,21896,Shannon Taylor,LB,20000184,14570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9,249,,25.17808219,,4.65,34.5,,,115,,,,Shannon Taylor,LB,2003,4,1,25,SDG,6,184,2000
3716,3694,3694,14656,17687,Eddie Pleasant,SS,20120849,17880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,77,23,3,-1,0,0,0,0,0,0,0,0,0,70.13,211,,23.37260274,,4.53,33.5,22,4.28,116,7.12,,,,,,,,,,,,
3717,3695,3695,14663,9888,Stephen Hill,WR,20120043,17774,0,0,0,0,0,0,0,0,0,0,0,106,45,594,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,215,,21.01917808,,4.28,39.5,14,4.48,133,6.88,,,Stephen Hill,WR,2013,4,4,21,NYJ,2,43,2012
3718,3696,3696,14664,7504,Chris Gaines,LB,19880120,10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9,228,10,23.23561644,,4.82,34,19,4.4,110,,11.94,,Chris Gaines,LB,1988,0,,23,PHO,5,120,1988
3719,3697,3697,14668,1665,Jahvid Best,RB,20100030,17077,0,1,0,39.6,0,0,0,0,255,945,6,120,85,774,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70.13,199,,21.23835616,,4.34,32.5,18,4.17,113,6.75,,24,Jahvid Best,RB,2011,13,13,21,DET,1,30,2010
3720,3698,3698,14669,9824,Brian Hill,RB,20170156,19758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.63,219,,21.48219178,,4.54,34,15,4.32,125,7.03,,,Brian Hill,RB,2020,10,9,21,ATL,5,156,2017
3721,3699,3699,14672,9025,Nick Hardwick,C,20040066,15494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,75.5,295,,22.65753425,,5.2,34,27,4.55,108,7.72,,,Nick Hardwick,C,2014,67,67,23,SDG,3,66,2004
3722,3700,3700,14673,24687,Daryl Worley,CB,20160077,19625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,34,1,22,0,0,0,0,0,0,0,0,0,72.75,204,,21.19452055,,4.64,35.5,14,4.15,123,6.98,,,Daryl Worley,CB,2021,18,11,21,CAR,3,77,2016
3723,3701,3701,14676,1531,Brandon Bennett,RB,19950434,12760,0,0,0,0,0,0,0,0,312,1144,6,124,90,756,1,117,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8,201,9.38,22.22739726,31.75,,,,,,,,,,,,,,,,,,
3724,3702,3702,14678,19429,Zack Sanchez,CB,20160141,19559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,70.88,185,,21.07123288,,,35.5,19,,116,,,,Zack Sanchez,CB,2016,1,1,22,CAR,5,141,2016
3725,3703,3703,14682,9913,Keno Hills,G-T,19960179,13165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8,319,10,22.86849315,35.75,,,,,,,,,,,,,,,,,,
3726,3704,3704,14685,10597,Mike Iaquaniello,DB,19910864,11402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8,202,10.38,23.2,32,,,,,,,,,,,,,,,,,,
3727,3705,3705,14690,7598,Pierre Garcon,WR,20080205,16587,0,1,0,39.6,0,0,0,0,12,72,0,1048,639,8051,40,22,475,0,17,49,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,71.88,210,,21.73150685,,4.44,36.5,20,4.19,125,6.9,,,Pierre Garcon,WR,2018,54,21,22,IND,6,205,2008
3728,3706,3706,14692,1774,Joel Bitonio,OT,20140035,18285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76.25,302,,22.5890411,,4.97,32,22,4.44,113,7.37,,,,,,,,,,,,
3729,3707,3707,14698,14229,Tre Mason,RB,20140075,18450,0,0,0,0,0,0,0,0,254,972,5,51,34,236,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68.5,207,,20.76712329,,4.5,38.5,,4.15,125,,,,Tre Mason,RB,2015,8,8,21,STL,3,75,2014
3730,3708,3708,14699,12175,David Key,DB,19910140,11440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,197,9,23.08219178,32,4.62,35.5,15,4.02,124,,10.92,,David Key,DB,1991,0,0,23,NWE,6,140,1991
3731,3709,3709,14714,18781,Andre Roberts,WR,20100088,17267,0,0,0,0,0,0,0,0,9,77,0,460,244,2911,14,118,2724,1,103,851,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,70.88,195,,22.29863014,,4.4,36,15,4.15,120,6.77,,,Andre Roberts,WR,2021,23,14,22,ARI,3,88,2010
3732,3710,3710,14716,23347,Marcus Washington,LB,20000059,14586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,25,19,4,95,0,0,0,0,0,0,0,0,0,75.3,252,,22.50958904,,4.7,35,,4.49,118,6.91,,,Marcus Washington,LB,2008,53,17,22,IND,2,59,2000
3733,3711,3711,14717,23087,Denard Walker,DB,19970075,13637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,203,0,0,0,0,0,0,0,0,0,72.9,186,9.88,23.70958904,32.25,4.55,29.5,13,4.31,105,7.76,12.04,,Denard Walker,DB,2005,36,23,24,TEN,3,75,1997
3734,3712,3712,14719,310,Jeff Allen,DB,20120044,17655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.88,307,,22.31232877,,5.17,27.5,26,4.9,102,8.01,,,,,,,,,,,,
3735,3713,3713,14725,23924,Brandon Wilds,RB,20160438,19617,0,0,0,0,0,0,0,0,10,27,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.75,220,,22.78356164,,4.54,36.5,21,4.33,118,7.08,,,,,,,,,,,,
3736,3714,3714,14726,13009,Nevin Lawson,CB,20140133,18427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,21,0,0,0,0,0,0,0,0,0,0,0,69.5,190,,23.05753425,,4.48,33,16,4.4,120,7.12,,,,,,,,,,,,
3737,3715,3715,14732,6348,Keith Elias,RB,19940426,12529,0,0,0,0,0,0,0,0,42,124,0,29,22,147,0,19,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,191,9,22.23561644,28.75,4.62,33.5,15,4.2,122,,11.16,,,,,,,,,,,
3738,3716,3716,14735,12174,Josh Keur,TE,19980505,13812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,284,10.13,21.63287671,33,,,25,,,,,,,,,,,,,,,
3739,3717,3717,14751,11050,John Jenkins,DB,20130082,18096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.63,346,,23.80547945,,5.21,,30,,,,,,,,,,,,,,,
3740,3718,3718,14753,8546,Boomer Grigsby,LB,20050138,15784,0,0,0,0,0,0,0,0,0,0,0,3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,249,,23.45205479,,4.6,35.5,32,,112,7.1,,,Boomer Grigsby,LB,2008,3,3,23,KAN,5,138,2005
3741,3719,3719,14764,1286,Rashad Bauman,DB,20020079,14886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,68.3,186,,22.96986301,,4.47,39,10,,117,,,,Rashad Bauman,DB,2005,3,2,23,WAS,3,79,2002
3742,3720,3720,14765,3550,Andre Carter,DE-LB,20010007,14643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,143,74,0,0,0,0,0,0,0,0,0,0,0,76.4,249,,21.95890411,,4.84,38.5,20,4.24,132,,,,,,,,,,,,,
3743,3721,3721,14766,10522,John Hunter,T,19890080,10703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6,294,,23.70136986,,,,15,,,,,,John Hunter,T,1992,3,,24,MIN,3,80,1989
3744,3722,3722,14767,12511,Scott Kooistra,T,20030215,15259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9,316,,22.54520548,,5.18,31,28,4.57,103,7.93,,,Scott Kooistra,T,2009,6,6,22,CIN,7,215,2003
3745,3723,3723,14768,24232,Roy Williams,DB,20020008,15132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,58,32,21,307,0,0,0,0,0,0,0,0,0,72.4,219,,21.69589041,,4.53,30.5,13,,111,,,,Roy Williams,DB,2010,59,54,22,DAL,1,8,2002
3746,3724,3724,14776,20363,William Sims,LB,19930903,12359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6,260,10.13,22.33424658,33.25,4.88,31,17,4.46,119,,,,,,,,,,,,,
3747,3725,3725,14781,18906,Ryne Robinson,WR,20070118,16429,0,0,0,0,0,0,0,0,0,0,0,8,4,35,0,26,598,0,30,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.13,179,,22.49315068,,4.5,35,,4.21,123,6.71,,,Ryne Robinson,WR,2007,0,0,22,CAR,4,118,2007
3748,3726,3726,14785,22190,Jim Thompson,DT,19890266,10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.1,266,,22.94794521,,5.09,30.5,,4.68,110,,,,,,,,,,,,,
3749,3727,3727,14789,6447,Bert Emanuel,WR,19940045,12530,0,1,0,0,0,1,0,0,7,13,0,733,360,4983,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4,171,8.25,23.50958904,30.63,4.59,37,,3.98,117,,10.85,,Bert Emanuel,WR,2001,39,30,23,ATL,2,45,1994
3750,3728,3728,14798,19106,Aaron Ross,DB,20070020,16432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,181,0,2.5,176,41,11,137,0,0,0,0,0,0,0,0,0,72.5,193,,24.63287671,,4.46,34,17,4.15,118,6.67,,,Aaron Ross,DB,2013,20,17,24,NYG,1,20,2007
3751,3729,3729,14802,5713,Marcus Dixon,DE,20080578,16568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,15,6,0,0,0,0,0,0,0,0,0,0,0,76,292,,23.62465753,,5.27,26,21,4.67,111,7.58,,,,,,,,,,,,
3752,3730,3730,14804,8134,Darrien Gordon,DB,19930022,12204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,0,335,3801,6,6,0,0,24,486,0,0,0,0,0,0,0,0,0,71,182,8.63,22.46027397,30.88,4.42,37.5,12,,127,,,,Darrien Gordon,DB,2002,42,13,22,SDG,1,22,1993
3753,3731,3731,14806,17247,David Paulson,TE,20120240,17874,0,0,0,0,0,0,0,0,0,0,0,21,13,153,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.25,246,,23.1890411,,4.79,32,21,4.4,110,7.18,,,David Paulson,TE,2013,1,1,23,PIT,7,240,2012
3754,3732,3732,14807,4286,Andre Collins,LB,19900046,10954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,0,0,0,0,27,0,0,13,279,0,0,0,0,0,0,0,0,0,73.5,224,10.38,21.98082192,31.38,4.76,34.5,,4.33,116,,11.27,,Andre Collins,LB,1999,42,35,22,WAS,2,46,1990
3755,3733,3733,14817,6345,Pat Elflein,C,20170070,19714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.75,303,,22.82739726,,5.32,23.5,22,4.71,99,7.94,,21,Pat Elflein,C,2021,23,22,23,MIN,3,70,2017
3756,3734,3734,14820,1841,Philip Blake,C,20120108,17672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.75,311,,26.43013699,,5.17,29.5,22,4.65,105,7.86,,,,,,,,,,,,
3757,3735,3735,14821,11072,Adam Jennings,WR,20060184,16070,0,0,0,0,0,0,0,0,1,-4,0,6,6,62,1,25,559,0,54,337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.13,181,,23.4630137,,4.46,37.5,,4.12,118,6.88,,,Adam Jennings,WR,2009,0,0,23,ATL,6,184,2006
3758,3736,3736,14828,19747,Mitchell Schwartz,T,20120037,17915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.38,318,,22.89863014,,5.38,26.5,23,4.87,89,7.86,,,Mitchell Schwartz,T,2020,75,18,23,CLE,2,37,2012
3759,3737,3737,14831,15326,Jim Miller,QB,19940178,12629,613,1051,6410,2628.7,36,32,41,245,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,461,0,74.3,227,9.38,23.21917808,31.5,5.13,24.5,,4.39,100,,,,Jim Miller,QB,2002,16,1,23,PIT,6,178,1994
3760,3738,3738,14840,17831,Hank Poteat,DB,20000077,14531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,873,0,77,788,1,3,52,20,4,58,0,0,0,0,0,0,0,0,0,69.9,197,,22.63835616,,4.62,37,16,4,126,6.66,,,Hank Poteat,DB,2009,16,4,23,PIT,3,77,2000
3761,3739,3739,14842,21842,Craig Taylor,RB,19890166,10841,0,0,0,0,0,0,0,0,114,480,7,0,28,188,3,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,223,,23.31780822,,4.82,28.5,14,4.09,108,,11.4,,Craig Taylor,RB,1991,5,5,23,CIN,6,166,1989
3762,3740,3740,14852,15399,Brian Milne,RB,19960115,13236,0,0,0,0,0,0,0,0,36,126,4,80,57,324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.1,254,10,23.29863014,31.13,,,,,,,,,Brian Milne,RB,2000,3,,23,IND,4,115,1996
3763,3741,3741,14854,23937,Jonathan Wilhite,DB,20080129,16763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,19,4,35,0,0,0,0,0,0,0,0,0,69.5,185,,24.1890411,,4.45,33.5,20,,119,,,,Jonathan Wilhite,DB,2011,10,8,24,NWE,4,129,2008
3764,3742,3742,14860,4664,James Cowser,LB,20160720,19380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,0,0,0,0,0,0,0,0,0,0,0,75.13,248,,25.64109589,,4.82,31.5,21,4.31,111,6.8,,,,,,,,,,,,
3765,3743,3743,14867,13268,Dezmin Lewis,WR,20150234,18756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,214,,22.41369863,,4.58,33.5,16,4.28,119,7.11,,,Dezmin Lewis,WR,2016,0,0,22,BUF,7,234,2015
3766,3744,3744,14870,1587,Joe Berger,T,20050207,15690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,77.5,303,,22.92876712,,5.2,27,30,4.62,96,7.77,,,Joe Berger,T,2017,37,,23,CAR,6,207,2005
3767,3745,3745,14876,7615,Rod Gardner,WR,20010015,14682,2,7,46,441.7,2,0,0,0,5,24,0,498,242,3165,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,219,,23.50136986,,4.48,36,,,,,,,Rod Gardner,WR,2006,25,23,23,WAS,1,15,2001
3768,3746,3746,14883,13886,Eric Mahlum,G,19940032,12615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4,285,9.88,23.39726027,32.5,4.95,30,24,4.38,110,,,,Eric Mahlum,G,1996,11,11,23,IND,2,32,1994
3769,3747,3747,14900,3276,Taveze Calhoun,DB,20160473,19359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.38,192,,23.35342466,,4.58,33.5,14,,,,,,,,,,,,,,,
3770,3748,3748,14902,1029,Dominique Barber,DB,20080173,16517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,9,1,3,0,0,0,0,0,0,0,0,0,72.25,210,,21.74794521,,4.7,34,23,4.34,117,7.08,,,Dominique Barber,DB,2011,5,5,22,HOU,6,173,2008
3771,3749,3749,14915,16444,Lucas Nix,G,20120623,17866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,77.25,317,,22.59178082,,5.36,29.5,,4.9,102,7.81,,,,,,,,,,,,
3772,3750,3750,14916,21299,Ryan Stewart,DB,19960076,13307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,0,0,73.4,202,9.25,22.56986301,31.63,4.63,31,21,4.2,115,,11.66,,Ryan Stewart,DB,2000,3,3,22,DET,3,76,1996
3773,3751,3751,14918,4494,Adrian Cooper,TE,19910103,11296,0,0,0,0,0,0,0,0,0,0,0,128,89,1064,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,253,9.63,22.99726027,33,4.94,31.5,19,4.67,110,,12.69,,Adrian Cooper,TE,1996,8,3,23,PIT,4,103,1991
3774,3752,3752,14924,24372,George Wilson,E-DE,20040498,15659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.1,213,,23.12876712,,4.6,35,,3.98,120,7.07,,,,,,,,,,,,
3775,3753,3753,14925,8119,Marquise Goodwin,WR,20130078,18060,0,0,0,0,0,0,0,0,8,45,0,173,76,1358,7,22,468,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68.88,183,,22.44657534,,4.27,,13,,132,,,,Marquise Goodwin,WR,2021,18,6,22,BUF,3,78,2013
3776,3754,3754,14927,13218,Tim Lester,RB,19920255,11885,0,0,0,0,0,0,0,0,34,128,2,85,52,348,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6,213,10.5,23.87945205,30.63,4.8,33,13,4.46,114,,11.67,,Tim Lester,RB,1999,4,2,24,RAM,10,255,1992
3777,3755,3755,14934,17695,Bruce Plummer,DB,19870250,10186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,34,0,0,0,0,0,0,0,0,0,71.9,196,8.75,22.66849315,30.25,4.57,29.5,,4.17,118,,11.76,,Bruce Plummer,DB,1991,5,2,23,DEN,9,250,1987
3778,3756,3756,14950,21959,Jeb Terry,G,20040146,15627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.3,313,,23.05479452,,5.18,29,27,4.98,105,8.03,,,Jeb Terry,G,2006,2,2,23,TAM,5,146,2004
3779,3757,3757,14951,8220,Jimmy Graham,TE,20100095,17155,0,0,0,0,0,0,0,0,2,3,0,880,570,6996,71,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,78.25,260,,23.42465753,,4.53,38.5,,4.45,120,6.9,,,Jimmy Graham,TE,2021,61,38,23,NOR,3,95,2010
3780,3758,3758,14952,22055,J.T. Thomas,DB,20110195,17610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,219,0,0,0,0,0,0,0,0,0,73,241,,22.71506849,,4.65,30.5,23,4.28,114,7.23,,,,,,,,,,,,
3781,3759,3759,14953,11521,Byron Jones,CB,20150027,18745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,50,2,28,0,0,0,0,0,0,0,0,0,73,199,,22.60547945,,,44.5,,3.94,147,6.78,,,Byron Jones,CB,2021,34,29,22,DAL,1,27,2015
